url,university_code,university_name
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-giao-thong-van-tai-co-so-phia-bac-GHA.html,GHA,Đại Học Giao Thông Vận Tải (Cơ sở Phía Bắc)
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-can-tho-TCT.html,TCT,Đại Học Cần Thơ
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-kinh-te-dai-hoc-da-nang-DDQ.html,DDQ,Đại Học Kinh Tế – Đại Học Đà Nẵng
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-nam-can-tho-DNC.html,DNC,Đại học Nam Cần Thơ
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-su-pham-dai-hoc-da-nang-DDS.html,DDS,Đại Học Sư Phạm – Đại Học Đà Nẵng
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-ngoai-thuong-co-so-phia-nam-NTS.html,NTS,Đại học Ngoại thương (Cơ sở phía Nam)
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-ngoai-thuong-co-so-phia-bac-NTH.html,NTH,Đại học Ngoại thương (Cơ sở phía Bắc)
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-hong-duc-HDT.html,HDT,Đại Học Hồng Đức
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-cong-nghe-thong-tin-va-truyen-thong-dai-hoc-thai-nguyen-DTC.html,DTC,Đại học Công Nghệ Thông Tin và Truyền Thông – Đại Học Thái Nguyên
https://diemthi.tuyensinh247.com/diem-chuan/truong-ngoai-ngu-dai-hoc-thai-nguyen-DTF.html,DTF,Trường Ngoại Ngữ – Đại Học Thái Nguyên
https://diemthi.tuyensinh247.com/diem-chuan/daihoc-su-pham-dai-hoc-thai-nguyen-DTS.html,DTS,Đại Học Sư Phạm
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-khoa-hoc-dai-hoc-thai-nguyen-DTZ.html,DTZ,Đại Học Khoa Học – Đại Học Thái Nguyên
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-kinh-tequan-tri-kinh-doanh-dai-hoc-thai-nguyen-DTE.html,DTE,Đại học Kinh tế Quản trị kinh doanh
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-ky-thuat-cong-nghiep-dai-hoc-thai-nguyen-DTK.html,DTK,Đại Học Kỹ Thuật Công Nghiệp – Đại Học Thái Nguyên
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-nong-lam-dai-hoc-thai-nguyen-DTN.html,DTN,Đại Học Nông Lâm – Đại Học Thái Nguyên
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-y-duoc-dai-hoc-thai-nguyen-DTY.html,DTY,Đại Học Y Dược – Đại Học Thái Nguyên
https://diemthi.tuyensinh247.com/diem-chuan/khoa-quoc-te-dai-hoc-thai-nguyen-DTQ.html,DTQ,Khoa Quốc Tế
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-y-duoc-thai-binh-YTB.html,YTB,Đại Học Y Dược Thái Bình
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-phong-chay-chua-chay-phia-bac-PCH.html,PCH,Đại Học Phòng Cháy Chữa Cháy (Phía Bắc)
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-phong-chay-chua-chay-phia-nam-PCS.html,PCS,Đại Học Phòng Cháy Chữa Cháy (phía Nam)
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-hang-hai-viet-nam-HHA.html,HHA,Đại Học Hàng Hải Việt Nam
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-quoc-te-bac-ha-DBH.html,DBH,Đại Học Quốc Tế Bắc Hà
https://diemthi.tuyensinh247.com/diem-chuan/hoc-vien-ky-thuat-quan-su-he-quan-su-KQH.html,KQH,Học Viện Kỹ Thuật Quân Sự
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-da-lat-TDL.html,TDL,Đại Học Đà Lạt
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-cong-nghe-tphcm-DKC.html,DKC,Đại học Công Nghệ TPHCM
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-duoc-ha-noi-DKH.html,DKH,Đại Học Dược Hà Nội
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-giao-thong-van-tai-tphcm-GTS.html,GTS,Đại Học Giao Thông Vận Tải TPHCM
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-hung-vuong-THV.html,THV,Đại Học Hùng Vương
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-xay-dung-mien-tay-MTU.html,MTU,Đại Học Xây Dựng Miền Tây
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-su-pham-ky-thuat-vinh-long-VLU.html,VLU,Đại Học Sư Phạm Kỹ Thuật Vĩnh Long
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-cong-nghe-thong-tin-dai-hoc-quoc-gia-tphcm-QSC.html,QSC,Đại Học Công Nghệ Thông Tin – Đại Học Quốc Gia TPHCM
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-thang-long-DTL.html,DTL,Đại Học Thăng Long
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-luat-tphcm-LPS.html,LPS,Đại Học Luật TPHCM
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-quang-nam-DQU.html,DQU,Đại Học Quảng Nam
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-cong-nghiep-viet-tri-VUI.html,VUI,Đại Học Công Nghiệp Việt Trì
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-phenikaa-PKA.html,PKA,Đại Học Phenikaa
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-giao-thong-van-tai-co-so-phia-nam-GSA.html,GSA,Đại Học Giao Thông Vận Tải (Cơ sở Phía Nam)
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-thu-dau-mot-TDM.html,TDM,Đại học Thủ Dầu Một
https://diemthi.tuyensinh247.com/diem-chuan/hoc-vien-am-nhac-hue-HVA.html,HVA,Học Viện Âm Nhạc Huế
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-quoc-te-dai-hoc-quoc-gia-tphcm-QSQ.html,QSQ,Đại Học Quốc Tế – Đại Học Quốc Gia TPHCM
https://diemthi.tuyensinh247.com/diem-chuan/hoc-vien-quan-y-he-quan-su-YQH.html,YQH,Học Viện Quân Y
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-bach-khoa-dai-hoc-da-nang-DDK.html,DDK,Đại Học Bách Khoa – Đại Học Đà Nẵng
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-kinh-te-dai-hoc-quoc-gia-ha-noi-QHE.html,QHE,Đại Học Kinh Tế – Đại Học Quốc Gia Hà Nội
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-cong-nghe-dai-hoc-quoc-gia-ha-noi-QHI.html,QHI,Đại Học Công Nghệ – Đại Học Quốc Gia Hà Nội
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-giao-duc-dai-hoc-quoc-gia-ha-noi-QHS.html,QHS,Đại Học Giáo Dục
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-khoa-hoc-tu-nhien-dai-hoc-quoc-gia-ha-noi-QHT.html,QHT,Đại Học Khoa Học Tự Nhiên – Đại Học Quốc Gia Hà Nội
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-khoa-hoc-xa-hoi-va-nhan-van-dai-hoc-quoc-gia-ha-noi-QHX.html,QHX,Đại Học Khoa Học Xã Hội và Nhân Văn – Đại Học Quốc Gia Hà Nội
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-tien-giang-TTG.html,TTG,Đại Học Tiền Giang
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-su-pham-ky-thuat-tphcm-SPK.html,SPK,Đại Học Sư Phạm Kỹ Thuật TPHCM
https://diemthi.tuyensinh247.com/diem-chuan/truong-si-quan-khong-quan-he-dai-hoc-KGH.html,KGH,Trường Sĩ Quan Không Quân
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-san-khau-dien-anh-ha-noi-SKD.html,SKD,Đại Học Sân Khấu Điện Ảnh Hà Nội
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-y-duoc-tphcm-YDS.html,YDS,Đại Học Y Dược TPHCM
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-noi-vu-ha-noi-DNV.html,DNV,Đại học Nội vụ Hà Nội
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-chu-van-an-DCA.html,DCA,Đại Học Chu Văn An
https://diemthi.tuyensinh247.com/diem-chuan/hoc-vien-hanh-chinh-quoc-gia-phia-nam-HCS.html,HCS,Học Viện Hành Chính Quốc Gia (phía Nam)
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-the-duc-the-thao-da-nang-TTD.html,TTD,Đại Học Thể Dục Thể Thao Đà Nẵng
https://diemthi.tuyensinh247.com/diem-chuan/truong-quoc-te-dai-hoc-quoc-gia-ha-noi-QHQ.html,QHQ,Trường Quốc Tế – Đại Học Quốc Gia Hà Nội
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-su-pham-the-duc-the-thao-ha-noi-TDH.html,TDH,Đại Học Sư Phạm Thể Dục Thể Thao Hà Nội
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-binh-duong-DBD.html,DBD,Đại Học Bình Dương
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-nong-lam-bac-giang-DBG.html,DBG,Đại học Nông Lâm Bắc Giang
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-cong-nghe-dong-a-DDA.html,DDA,Đại Học Công Nghệ Đông Á
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-nguyen-tat-thanh-NTT.html,NTT,Đại Học Nguyễn Tất Thành
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-tan-tao-TTU.html,TTU,Đại học Tân Tạo
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-dong-thap-SPD.html,SPD,Đại Học Đồng Tháp
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-quoc-te-hong-bang-HIU.html,HIU,Đại Học Quốc Tế Hồng Bàng
https://diemthi.tuyensinh247.com/diem-chuan/hoc-vien-an-ninh-nhan-dan-ANH.html,ANH,Học Viện An Ninh Nhân Dân
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-an-ninh-nhan-dan-ANS.html,ANS,Đại Học An Ninh Nhân Dân
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-y-duoc-buon-ma-thuot-BMU.html,BMU,Đại học Y Dược Buôn Ma Thuột
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-anh-quoc-viet-nam-BUV.html,BUV,Đại Học Anh Quốc Việt Nam
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-ba-ria-vung-tau-BVU.html,BVU,Đại Học Bà Rịa – Vũng Tàu
https://diemthi.tuyensinh247.com/diem-chuan/hoc-vien-cong-giao-viet-nam-CIV.html,CIV,Học viện Công giáo Việt Nam
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-cmc-CMC.html,CMC,Đại Học CMC
https://diemthi.tuyensinh247.com/diem-chuan/hoc-vien-canh-sat-nhan-dan-CSH.html,CSH,Học Viện Cảnh Sát Nhân Dân
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-canh-sat-nhan-dan-CSS.html,CSS,Đại Học Cảnh Sát Nhân Dân
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-dong-a-DAD.html,DAD,Đại Học Đông Á
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-cuu-long-DCL.html,DCL,Đại Học Cửu Long
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-cong-nghe-va-quan-ly-huu-nghi-DCQ.html,DCQ,Đại Học Công Nghệ và Quản Lý Hữu Nghị
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-thanh-dong-DDB.html,DDB,Đại Học Thành Đông
https://diemthi.tuyensinh247.com/diem-chuan/khoa-giao-duc-the-chat-dai-hoc-da-nang-DDG.html,DDG,Khoa Giáo dục thể chất
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-duy-tan-DDT.html,DDT,Đại Học Duy Tân
https://diemthi.tuyensinh247.com/diem-chuan/vien-nghien-cuu-va-dao-tao-viet-anh-dai-hoc-da-nang-DDV.html,DDV,Viện nghiên cứu và đào tạo Việt Anh
https://diemthi.tuyensinh247.com/diem-chuan/khoa-ky-thuat-va-cong-nghe-dai-hoc-hue-DHE.html,DHE,Khoa Kỹ thuật và Công nghệ
https://diemthi.tuyensinh247.com/diem-chuan/khoa-quoc-te-dai-hoc-hue-DHI.html,DHI,Khoa Quốc tế
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-quan-ly-va-cong-nghe-hai-phong-DHP.html,DHP,Đại học Quản lý và Công nghệ Hải Phòng
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-hung-vuong-tphcm-DHV.html,DHV,Đại học Hùng Vương TPHCM
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-kinh-te-ky-thuat-binh-duong-DKB.html,DKB,Đại Học Kinh Tế Kỹ Thuật Bình Dương
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-hoa-lu-DNB.html,DNB,Đại Học Hoa Lư
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-ngoai-ngu-tin-hoc-tphcm-DNT.html,DNT,Đại Học Ngoại Ngữ Tin Học TPHCM
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-phan-chau-trinh-DPC.html,DPC,Đại Học Phan Châu Trinh
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-phan-thiet-DPT.html,DPT,Đại Học Phan Thiết
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-phu-xuan-DPX.html,DPX,Đại Học Phú Xuân
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-san-khau-dien-anh-tphcm-DSD.html,DSD,Đại Học Sân Khấu Điện Ảnh TPHCM
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-cong-nghe-sai-gon-DSG.html,DSG,Đại Học Công Nghệ Sài Gòn
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-su-pham-ky-thuat-dai-hoc-da-nang-DSK.html,DSK,Đại học Sư phạm Kỹ thuật
https://diemthi.tuyensinh247.com/diem-chuan/phan-hieu-dai-hoc-thai-nguyen-tai-ha-giang-DTG.html,DTG,Phân hiệu Đại học Thái Nguyên tại Hà Giang
https://diemthi.tuyensinh247.com/diem-chuan/phan-hieu-dai-hoc-thai-nguyen-tai-lao-cai-DTP.html,DTP,Phân Hiệu Đại Học Thái Nguyên Tại Lào Cai
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-kinh-te-cong-nghe-thai-nguyen-DVB.html,DVB,Đại Học Kinh tế công nghệ Thái Nguyên
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-van-hien-DVH.html,DVH,Đại Học Văn Hiến
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-van-lang-DVL.html,DVL,Đại Học Văn Lang
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-trung-vuong-DVP.html,DVP,Đại Học Trưng Vương
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-yersin-da-lat-DYD.html,DYD,Đại Học Yersin Đà Lạt
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-quoc-te-mien-dong-EIU.html,EIU,Đại Học Quốc Tế Miền Đông
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-hoa-binh-ETU.html,ETU,Đại Học Hòa Bình
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-fpt-FPT.html,FPT,Đại Học FPT
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-gia-dinh-GDU.html,GDU,Đại Học Gia Định
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-cong-nghe-giao-thong-van-tai-GTA.html,GTA,Đại học Công nghệ Giao thông vận tải
https://diemthi.tuyensinh247.com/diem-chuan/hoc-vien-chinh-tri-cong-an-nhan-dan-HCA.html,HCA,Học Viện Chính Trị Công An Nhân Dân
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-ky-thuat-hau-can-cong-an-nhan-dan-phia-bac-HCB.html,HCB,Đại Học Kỹ Thuật
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-ky-thuat-hau-can-cong-an-nhan-dan-phia-nam-HCN.html,HCN,Đại Học Kỹ Thuật
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-ha-tinh-HHT.html,HHT,Đại Học Hà Tĩnh
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-ha-long-HLU.html,HLU,Đại Học Hạ Long
https://diemthi.tuyensinh247.com/diem-chuan/hoc-vien-phu-nu-viet-nam-HPN.html,HPN,Học Viện Phụ Nữ Việt Nam
https://diemthi.tuyensinh247.com/diem-chuan/hoc-vien-toa-an-HTA.html,HTA,Học viện Tòa án
https://diemthi.tuyensinh247.com/diem-chuan/hoc-vien-thanh-thieu-nien-viet-nam-HTN.html,HTN,Học Viện Thanh Thiếu Niên Việt Nam
https://diemthi.tuyensinh247.com/diem-chuan/hoc-vien-can-bo-tphcm-HVC.html,HVC,Học viện cán bộ TPHCM
https://diemthi.tuyensinh247.com/diem-chuan/hoc-vien-dan-toc-HVD.html,HVD,Học Viện Dân Tộc
https://diemthi.tuyensinh247.com/diem-chuan/hoc-vien-nong-nghiep-viet-nam-HVN.html,HVN,Học Viện Nông Nghiệp Việt Nam
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-khoa-hoc-va-cong-nghe-ha-noi-KCN.html,KCN,Đại Học Khoa Học Và Công Nghệ Hà Nội
https://diemthi.tuyensinh247.com/diem-chuan/truong-si-quan-khong-quan-he-cao-dang-KGC.html,KGC,Trường Sĩ Quan Không Quân
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-kinh-te-tphcm-phan-hieu-vinh-long-KSV.html,KSV,Đại học Kinh Tế TPHCM
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-kien-truc-da-nang-KTD.html,KTD,Đại Học Kiến Trúc Đà Nẵng
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-nguyen-hue-LBS.html,LBS,Đại học Nguyễn Huệ
https://diemthi.tuyensinh247.com/diem-chuan/hoc-vien-thiet-ke-va-thoi-trang-london-ha-noi-LCDF.html,LCDF,Học viện Thiết kế và Thời trang London Hà Nội
https://diemthi.tuyensinh247.com/diem-chuan/phan-hieu-dai-hoc-lam-nghiep-tinh-gia-lai-LNA.html,LNA,Phân hiệu Đại học Lâm nghiệp tỉnh Gia Lai
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-cong-nghe-mien-dong-MIT.html,MIT,Đại học Công nghệ Miền Đông
https://diemthi.tuyensinh247.com/diem-chuan/hoc-vien-ngan-hang-phan-vien-bac-ninh-NHB.html,NHB,Học Viện Ngân Hàng (Phân Viện Bắc Ninh)
https://diemthi.tuyensinh247.com/diem-chuan/phan-hieu-dai-hoc-nong-lam-tphcm-tai-gia-lai-NLG.html,NLG,Phân hiệu Đại học Nông Lâm TPHCM tại Gia Lai
https://diemthi.tuyensinh247.com/diem-chuan/phan-hieu-dai-hoc-nong-lam-tphcm-tai-ninh-thuan-NLN.html,NLN,Phân hiệu Đại học Nông Lâm TPHCM tại Ninh Thuận
https://diemthi.tuyensinh247.com/diem-chuan/hoc-vien-am-nhac-quoc-gia-viet-nam-NVH.html,NVH,Học Viện Âm Nhạc Quốc Gia Việt Nam
https://diemthi.tuyensinh247.com/diem-chuan/nhac-vien-tphcm-NVS.html,NVS,Nhạc Viện TPHCM
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-dau-khi-viet-nam-PVU.html,PVU,Đại Học Dầu Khí Việt Nam
https://diemthi.tuyensinh247.com/diem-chuan/truong-quan-tri-va-kinh-doanh-dh-quoc-gia-ha-noi-QHD.html,QHD,Trường Quản Trị và Kinh Doanh
https://diemthi.tuyensinh247.com/diem-chuan/truong-khoa-hoc-lien-nganh-va-nghe-thuat-dai-hoc-quoc-gia-ha-noi-QHK.html,QHK,Trường Khoa học liên ngành và Nghệ thuật
https://diemthi.tuyensinh247.com/diem-chuan/phan-hieu-dai-hoc-quoc-gia-tphcm-tai-ben-tre-QSP.html,QSP,Phân hiệu Đại học Quốc gia TPHCM tại Bến Tre
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-rang-ham-mat-RHM.html,RHM,Đại Học Răng – Hàm – Mặt
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-quoc-te-rmit-viet-nam-RMU.html,RMU,Đại Học Quốc Tế RMIT Việt Nam
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-quoc-te-sai-gon-SIU.html,SIU,Đại Học Quốc Tế Sài Gòn
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-thai-binh-duong-TBD.html,TBD,Đại Học Thái Bình Dương
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-y-khoa-tokyo-viet-nam-THU.html,THU,Đại học Y khoa Tokyo Việt Nam
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-kien-giang-TKG.html,TKG,Đại học Kiên Giang
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-thuy-loi-co-so-1-TLA.html,TLA,Đại Học Thủy Lợi (Cơ sở 1)
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-thuy-loi-co-so-2-TLS.html,TLS,Đại Học Thủy Lợi (Cơ sở 2)
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-kinh-te-tai-chinh-tphcm-UEF.html,UEF,Đại Học Kinh Tế Tài Chính TPHCM
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-khanh-hoa-UKH.html,UKH,Đại học Khánh Hòa
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-quan-ly-va-cong-nghe-tphcm-UMT.html,UMT,Đại học Quản lý và công nghệ TPHCM
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-viet-duc-VGU.html,VGU,Đại Học Việt Đức
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-viet-nhat-dai-hoc-quoc-gia-ha-noi-VJU.html,VJU,Đại học Việt Nhật
https://diemthi.tuyensinh247.com/diem-chuan/dai-hoc-vo-truong-toan-VTT.html,VTT,Đại Học Võ Trường Toản
https://diemthi.tuyensinh247.com/diem-chuan/phan-hieu-dai-hoc-xay-dung-mien-trung-tai-da-nang-XDN.html,XDN,Phân hiệu Đại học Xây dựng miền Trung tại Đà Nẵng
https://diemthi.tuyensinh247.com/diem-chuan/phan-hieu-dai-hoc-y-ha-noi-tai-thanh-hoa-YHT.html,YHT,Phân hiệu Đại học Y Hà Nội tại Thanh Hóa
